lemma,Count,part_of_speech,hyponyms
human activity,14,noun,acquiring;action;activity;assumption;causing;communication;delivery;departure;derivation;discovery;disposal;distribution;egress;equalization;exhumation;forfeit;group action;hindrance;hire;implementation;inactivity;judgment;leaning;legitimation;mitzvah;motivation;nonaccomplishment;proclamation;production;propulsion;recovery;rejection;residency;running away;speech act;stay;stop;touch;waste;wear
human being,11,noun,homo erectus;homo habilis;homo sapiens;homo soloensis;neandertal man;rhodesian man;world
human beings,12,noun,homo erectus;homo habilis;homo sapiens;homo soloensis;neandertal man;rhodesian man;world
human body,10,noun,adult body;female body;juvenile body;male body;person
human death,11,noun,fatal accident;killing
human dynamo,12,noun,self-starter
human face,10,noun,countenance
human foot,10,noun,flatfoot
human gamma globulin,20,noun,immunoglobulin
human growth hormone,20,noun,protropin
human head,10,noun,attic;bullethead
human process,13,noun,linguistic process;ossification;psychoanalytic process;social process;uptake
human relationship,18,noun,partnership;personal relation
human right,11,noun,civil right;equality before the law;freedom of thought;right to liberty;right to life;right to privacy;right to the pursuit of happiness
humaneness,10,noun,humanity;mercifulness
humanist,8,noun,classicist;man of letters;philologist
humanistic discipline,21,noun,art history;chronology;classicism;english;fine arts;history;library science;linguistics;literary study;musicology;neoclassicism;occidentalism;orientalism;performing arts;philosophy;quadrivium;romanticism;sinology;stemmatology;trivium
humanities,10,noun,art history;chronology;classicism;english;fine arts;history;library science;linguistics;literary study;musicology;neoclassicism;occidentalism;orientalism;performing arts;philosophy;quadrivium;romanticism;sinology;stemmatology;trivium
humans,6,noun,homo erectus;homo habilis;homo sapiens;homo soloensis;neandertal man;rhodesian man;world
humate,6,noun,humic shale;lignite;peat
humble,6,verb,efface|crush;take down
humbled,7,verb,efface|crush;take down
humbleness,10,noun,meekness;self-depreciation|meekness
humbling,8,verb,efface|crush;take down
humbug,6,noun,goldbrick
humectant,9,noun,propylene glycol
humic substance,15,noun,fulvic acid;humic acid;humin
humidify,8,verb,hydrate
humidity,8,noun,mugginess
humidness,9,noun,mugginess
humiliate,9,verb,crush;take down
humiliated,10,verb,crush;take down
humiliating,11,verb,crush;take down
humiliation,11,noun,abasement|comedown
humility,8,noun,meekness|meekness;self-depreciation
hummer,6,noun,slider
humming,7,verb,teem
hummingbird,11,noun,archilochus colubris;thornbill
hummingbird moth,16,noun,death's-head moth;manduca quinquemaculata;manduca sexta
hummock,7,noun,anthill;kopje;molehill
humor,5,noun,bon mot;caricature;cartoon;esprit de l'escalier;fun;jeu d'esprit;joke;pungency;repartee;ribaldry;sarcasm;topper|good humor;ill humor;peeve;sulk|comicality|amniotic fluid;aqueous humor;black bile;blood;chyle;endolymph;extracellular fluid;ink;intracellular fluid;juice;karyolymph;lochia;lymph;milk;perilymph;pus;secretion;semen;serum;spinal fluid;vitreous humor;yellow bile
humoring,8,noun,intemperance;orgy;overindulgence
humorist,8,noun,parodist;punster;satirist;wag
humour,6,noun,good humor;ill humor;peeve;sulk|bon mot;caricature;cartoon;esprit de l'escalier;fun;jeu d'esprit;joke;pungency;repartee;ribaldry;sarcasm;topper|amniotic fluid;aqueous humor;black bile;blood;chyle;endolymph;extracellular fluid;ink;intracellular fluid;juice;karyolymph;lochia;lymph;milk;perilymph;pus;secretion;semen;serum;spinal fluid;vitreous humor;yellow bile|comicality
humourist,9,noun,parodist;punster;satirist;wag
hump,4,noun,belly;caput;frontal eminence;mogul;nub;occipital protuberance;snag;wart
hump,4,verb,fornicate;take
humped,6,verb,fornicate;take
hunch,5,noun,heart
hungarian goulash,17,noun,beef goulash;pork-and-veal goulash;porkholt
hungarian grass,15,noun,german millet;siberian millet
hungarian monetary unit,23,noun,filler;forint;pengo
hunger,6,noun,bulimia;edacity;emptiness;starvation;undernourishment
hungriness,10,noun,bulimia;edacity;emptiness;starvation;undernourishment|discontentment;hankering;nostalgia;pining;wishfulness;wistfulness
hunk,4,noun,nodule;nugget
hunt,4,noun,exploration;foraging;frisk;looking;manhunt;quest;ransacking;scouring;shakedown|birdnesting;canned hunt;predation;stalk|battue;beagling;coursing;deer hunting;ducking;fox hunting;pigsticking
hunt,4,verb,course;drive;drive;falcon;ferret;fowl;fowl;foxhunt;hawk;jacklight;poach;rabbit;scrounge;seal;snipe;still-hunt;turtle;whale|ferret
hunt down,9,verb,course;drive;drive;falcon;ferret;fowl;fowl;foxhunt;hawk;jacklight;poach;rabbit;scrounge;seal;snipe;still-hunt;turtle;whale
hunted,6,verb,course;drive;drive;falcon;ferret;fowl;fowl;foxhunt;hawk;jacklight;poach;rabbit;scrounge;seal;snipe;still-hunt;turtle;whale|ferret
hunted person,13,noun,pursued
hunter,6,noun,bounty hunter;courser;deer hunter;duck hunter;falconer;fowler;huntress;lion-hunter;pothunter;snarer;stalker;tracker;trapper|forager
hunting,7,noun,battue;beagling;coursing;deer hunting;ducking;fox hunting;pigsticking|exploration;foraging;frisk;looking;manhunt;quest;ransacking;scouring;shakedown|birdnesting;canned hunt;predation;stalk
hunting,7,verb,course;drive;drive;falcon;ferret;fowl;fowl;foxhunt;hawk;jacklight;poach;rabbit;scrounge;seal;snipe;still-hunt;turtle;whale|ferret
hunting dog,11,noun,courser;dachshund;hound;rhodesian ridgeback;sporting dog;terrier
hunting spider,14,noun,european wolf spider
huntsman,8,noun,bounty hunter;courser;deer hunter;duck hunter;falconer;fowler;huntress;lion-hunter;pothunter;snarer;stalker;tracker;trapper
hurl,4,verb,bowl;crash;precipitate;sling|dart;riposte
hurler,6,noun,left-handed pitcher;reliever;right-handed pitcher;screwballer;starting pitcher
hurling,7,verb,bowl;crash;precipitate;sling|dart;riposte
hurly burly,11,noun,convulsion;earthquake;incident;stir;storm;storm center;tumult
hurried,7,verb,flit;run;zoom
hurriedness,11,noun,abruptness
hurry,5,noun,abruptness|dash;scamper
hurry,5,verb,flit;run;zoom
hurrying,8,noun,acceleration;deceleration;scud
hurrying,8,verb,flit;run;zoom
hurt,4,noun,birth trauma;blast trauma;bleeding;blunt trauma;brain damage;bruise;bump;burn;dislocation;electric shock;fracture;frostbite;intravasation;penetrating trauma;pinch;rupture;sting;strain;wale;whiplash;wound;wrench|anguish;self-torture;tsoris;wound|agony;discomfort;throes|expense|burn;defacement;defloration;impairment;wound
hurt,4,verb,act up;bite;burn;hunger;itch;shoot;thirst;throb|disagree with;injure;trouble|agonize;break someone's heart;torment;try|diss;humiliate;lacerate;sting|catch;kill;prick;twinge|ail;gag;have;starve
hurting,7,noun,ache;agony;arthralgia;burn;causalgia;chest pain;chiralgia;colic;distress;dysmenorrhea;glossalgia;growing pains;hemorrhoid;keratalgia;labor pain;mastalgia;melagra;meralgia;metralgia;myalgia;nephralgia;neuralgia;odynophagia;orchidalgia;pang;pang;photalgia;pleurodynia;podalgia;proctalgia;referred pain;renal colic;smart;sting;stitch;tenderness;thermalgesia;throb;torture;ulalgia;urodynia
hurting,7,verb,act up;bite;burn;hunger;itch;shoot;thirst;throb|disagree with;injure;trouble|agonize;break someone's heart;torment;try|diss;humiliate;lacerate;sting|catch;kill;prick;twinge|ail;gag;have;starve
hurtle,6,verb,dart;riposte|bowl;crash;precipitate;sling
husband,7,noun,benedick;cuckold;family man;house husband;uxoricide
husband,7,verb,retrench
husbandman,10,noun,agriculturist;beekeeper;contadino;dairyman;forester;planter;rancher;small farmer;smallholder;sower;stockman;tenant farmer;tiller
husbandry,9,noun,animal husbandry;arboriculture;dairying;gardening;hydroponics;mixed farming;planting;ranching;strip cropping;subsistence farming;truck farming
hush,4,verb,gag;lull;shout down;shush
hush up,7,verb,gag;lull;shout down;shush
hushed,6,verb,gag;lull;shout down;shush
hushing,7,verb,gag;lull;shout down;shush
husk,4,noun,bran|bract;cornhusk;hull;pod
husk tomato,11,noun,cape gooseberry;chinese lantern plant;downy ground cherry;strawberry tomato;tomatillo;tomatillo;yellow henbane
husking,7,noun,cornhusking;deforestation
hustle,6,noun,sting operation
hustler,7,noun,wire-puller
hut,3,noun,nissen hut|igloo;mudhif
hutch,5,noun,rabbit hutch|igloo;mudhif
hyacinth,8,noun,common hyacinth;roman hyacinth;summer hyacinth
hyaena,6,noun,aardwolf;brown hyena;spotted hyena;striped hyena
hyalin,6,noun,keratohyalin
hyaline,7,noun,keratohyalin
hybrid,6,noun,dihybrid;monohybrid
hybridisation,13,noun,dihybrid cross;monohybrid cross;reciprocal cross;testcross
hybridise,9,verb,backcross
hybridization,13,noun,dihybrid cross;monohybrid cross;reciprocal cross;testcross
hybridize,9,verb,backcross
hybridizing,11,noun,dihybrid cross;monohybrid cross;reciprocal cross;testcross
hybridizing,11,verb,backcross
hydantoin,9,noun,diphenylhydantoin
hydrangea,9,noun,carpenteria;climbing hydrangea;climbing hydrangea;decumary;deutzia;fall-blooming hydrangea;hortensia;wild hydrangea
hydrant,7,noun,fireplug
hydrarthrosis,13,noun,water on the knee
hydrate,7,noun,monohydrate
hydrate,7,verb,slack
hydrated,8,verb,slack
hydrated oxide,14,noun,aluminum hydroxide;calcium hydroxide;magnesium hydroxide;potash;sodium hydroxide
hydraulic brake,15,noun,disk brake;drum brake;foot brake
hydraulic brakes,16,noun,disk brake;drum brake;foot brake|disk brake;drum brake;foot brake
hydraulic system,16,noun,hydraulic transmission
hydraulics,10,noun,hydrodynamics;hydrostatics
hydride,7,noun,calcium hydride;hydrazoic acid;sodium hydride
hydrocarbon,11,noun,aromatic compound;aromatic hydrocarbon;bitumen;butadiene;chlorobenzene;cymene;dioxin;ethane;gas oil;gasohol;gasoline;indene;kerosene;liquefied petroleum gas;naphtha;naphthalene;octane;provitamin;pyrene;terpene
hydrochloric acid,17,noun,muriatic acid
hydrocolloid,12,noun,jello
hydrodynamics,13,noun,magnetohydrodynamics
hydroelectric turbine,21,noun,francis turbine
hydrogen,8,noun,tritium
hydrogen atom,13,noun,acidic hydrogen;deuterium
hydrogen carbonate,18,noun,bicarbonate of soda;calcium bicarbonate;magnesium bicarbonate;potassium bicarbonate
hydrogen ion concentration,26,noun,ph
hydroid,7,noun,hydra;planula;sertularian;siphonophore
hydrokinetics,13,noun,magnetohydrodynamics
hydrolise,9,verb,saccharify
hydrolize,9,verb,saccharify
hydrometer,10,noun,salinometer;thermohydrometer
hydrophyte,10,noun,american frogbit;arrow arum;awlwort;cryptocoryne;duckweed;eelgrass;featherfoil;frogbit;golden club;golden saxifrage;hornwort;hydrilla;marsh plant;naiad;pickerelweed;pipewort;pistia;pondweed;tape grass;water chestnut;water crowfoot;water hyacinth;water lily;water milfoil;water pimpernel;water shamrock;water speedwell;water star grass;water starwort;waterweed
hydrophytic plant,17,noun,american frogbit;arrow arum;awlwort;cryptocoryne;duckweed;eelgrass;featherfoil;frogbit;golden club;golden saxifrage;hornwort;hydrilla;marsh plant;naiad;pickerelweed;pipewort;pistia;pondweed;tape grass;water chestnut;water crowfoot;water hyacinth;water lily;water milfoil;water pimpernel;water shamrock;water speedwell;water star grass;water starwort;waterweed
hydroplane,10,noun,floatplane;flying boat
hydroponics,11,noun,drip culture
hydrops,7,noun,anasarca;angioedema;cerebral edema;chemosis;cystoid macular edema;lymphedema;papilledema;scleredema
hydroxide,9,noun,aluminum hydroxide;calcium hydroxide;magnesium hydroxide;potash;sodium hydroxide
hydroxy acid,12,noun,hydroxybenzoic acid;juniperic acid;salicylic acid;tartaric acid
hydroxybutyric acid,19,noun,beta-hydroxybutyric acid
hydrozoa,8,noun,hydra;planula;sertularian;siphonophore
hydrozoan,9,noun,hydra;planula;sertularian;siphonophore
hyena,5,noun,aardwolf;brown hyena;spotted hyena;striped hyena
hygrometer,10,noun,hygrodeik;hygroscope;psychrometer
hymen,5,noun,imperforate hymen
hymenopter,10,noun,ant;bee;chalcid fly;ichneumon fly;mutillidae;sawfly;wasp
hymenoptera,11,noun,ant;bee;chalcid fly;ichneumon fly;mutillidae;sawfly;wasp
hymenopteran,12,noun,ant;bee;chalcid fly;ichneumon fly;mutillidae;sawfly;wasp
hymenopteron,12,noun,ant;bee;chalcid fly;ichneumon fly;mutillidae;sawfly;wasp
hymenopterous insect,20,noun,ant;bee;chalcid fly;ichneumon fly;mutillidae;sawfly;wasp
hymn,4,noun,canticle;chorale;dithyramb;doxology;hymeneal;paean;recessional
hyperaemia,10,noun,engorgement
hyperbilirubinemia,18,noun,hyperbilirubinemia of the newborn
hyperbolise,11,verb,boast;embroider;overemphasize
hyperbolize,11,verb,boast;embroider;overemphasize
hypercholesteremia,18,noun,familial hypercholesterolemia
hypercholesterolemia,20,noun,familial hypercholesterolemia
hyperemesis,11,noun,hyperemesis gravidarum
hyperemia,9,noun,engorgement
hyperlipoproteinemia,20,noun,hyperbetalipoproteinemia
hypermetropia,13,noun,presbyopia
hypermetropy,12,noun,presbyopia
hyperon,7,noun,lambda particle
hyperopia,9,noun,presbyopia
hyperpigmentation,17,noun,tan
hyperplasia,11,noun,benign prostatic hyperplasia
hypersensitivity,16,noun,cryesthesia;hypersensitivity reaction
hypersensitivity reaction,25,noun,allergic rhinitis;allergy;anaphylaxis;urtication
hypersomnia,11,noun,catalepsy;narcolepsy
hypertensin,11,noun,angiotensin i;angiotensin ii
hypertension,12,noun,essential hypertension;malignant hypertension;secondary hypertension;white-coat hypertension
hyperthermia,12,noun,hyperpyrexia
hyperthermy,11,noun,hyperpyrexia
hyperthyroidism,15,noun,graves' disease
hypertrophy,11,noun,acromegaly;adenomegaly;cor pulmonale;dactylomegaly;elephantiasis;giantism;splenomegaly
hypha,5,noun,conidiophore;rhizomorph
hypnagogue,10,noun,soporific
hypnosis,8,noun,self-hypnosis
hypnotic,8,noun,narcoleptic;sleeping pill
hypnotise,9,verb,entrance
hypnotised,10,verb,entrance
hypnotize,9,verb,entrance
hypnotized,10,verb,entrance
hypo,4,noun,autoinjector
hypobetalipoproteinemia,23,noun,abetalipoproteinemia
hypochlorite,12,noun,calcium hypochlorite;sodium hypochlorite
hypochromic anaemia,19,noun,thalassemia
hypochromic anemia,18,noun,thalassemia
hypocreaceae,12,noun,mushroom pimple
hypocrisy,9,noun,crocodile tears|fulsomeness;sanctimoniousness
hypocrite,9,noun,smoothie;tartuffe;whited sepulcher
hypodermic,10,noun,autoinjector
hypodermic syringe,18,noun,autoinjector
hypoglycaemic agent,19,noun,insulin;tolbutamide
hypoglycemic agent,18,noun,insulin;tolbutamide
hypogonadism,12,noun,kallman's syndrome;male hypogonadism
hypolipoproteinemia,19,noun,hypobetalipoproteinemia
hypopigmentation,16,noun,albinism
hypotension,11,noun,orthostatic hypotension
hypothecate,11,verb,explicate;reconstruct
hypothesis,10,noun,assumption;gemmule;historicism;hypothetical;model;speculation|divination
hypothesise,11,verb,explicate;reconstruct
hypothesize,11,verb,explicate;reconstruct
hypothetical creature,21,noun,extraterrestrial being
hypothyroidism,14,noun,cretinism;myxedema
hypovitaminosis,15,noun,beriberi;nyctalopia;pellagra;rickets;scurvy
hypoxia,7,noun,altitude sickness;anemic hypoxia;anoxia;hypoxic hypoxia;ischemic hypoxia;suffocation
hyrax,5,noun,rock hyrax
hysterectomy,12,noun,radical hysterectomy;total hysterectomy
hysteria,8,noun,mass hysteria;nympholepsy|anxiety hysteria;hysterocatalepsy
hysterical neurosis,19,noun,anxiety hysteria;hysterocatalepsy
i,1,noun,iodine-125;iodine-131|monad;singleton
i.e.d.,6,noun,molotov cocktail
i.q.,4,noun,adult intelligence;borderline intelligence
ibis,4,noun,sacred ibis;wood ibis
icbm,4,noun,minuteman
ice,3,noun,black ice;frost;hailstone;icicle|drift ice;icefall;neve;pack ice;shelf ice|water ice|diesel;four-stroke engine;gas engine;gasoline engine;outboard motor;radial engine;reciprocating engine;rotary engine;valve-in-head engine|ice hockey rink
ice cream,9,noun,chocolate ice cream;neapolitan ice cream;peach ice cream;strawberry ice cream;tutti-frutti;vanilla ice cream
ice mass,8,noun,glacier;ice field;ice floe;iceberg;icecap
ice rink,8,noun,ice hockey rink
ice skate,9,noun,figure skate;hockey skate;rocker;speed skate
ice skating,11,noun,figure skating
iceberg,7,noun,growler
icebox,6,noun,cooler;electric refrigerator
icecream,8,noun,chocolate ice cream;neapolitan ice cream;peach ice cream;strawberry ice cream;tutti-frutti;vanilla ice cream
ice-cream float,15,noun,root beer float
ice-cream soda,14,noun,root beer float
ice-hockey player,17,noun,center;goalkeeper;wing
icelandic monetary unit,23,noun,eyrir;icelandic krona
ice-skater,10,noun,speedskater
ice-skating rink,16,noun,ice hockey rink
ichor,5,noun,gleet
ichthyosaur,11,noun,ichthyosaurus;stenopterygius
ichthyosis,10,noun,xeroderma
iciness,7,noun,stone;tepidness
icon,4,noun,bitmap;chiaroscuro;collage;foil;graphic;iconography;inset;likeness;panorama;reflection;scan;sonogram
ictalurus punctatus,19,noun,blue catfish
icterus,7,noun,jaundice of the newborn;kernicterus
icterus galbula,15,noun,baltimore oriole;bullock's oriole
