lemma,Count,part_of_speech,hypernyms
privates,8,noun,reproductive organ|enlisted man
privation,9,noun,poverty|social control
privatisation,13,noun,social control
privatise,9,verb,denationalize
privatization,13,noun,social control
privatize,9,verb,denationalize
privet,6,noun,shrub
privet andromeda,16,noun,shrub
privet hedge,12,noun,hedge
privilege,9,noun,advantage|right|right
privilege,9,verb,permit
privilege against self incrimination,36,noun,civil right
privilege of the floor,22,noun,prerogative
privileged,10,verb,permit
privine,7,noun,nasal decongestant;vasoconstrictor
privy,5,noun,room|outbuilding
privy council,13,noun,council
privy purse,11,noun,allowance
prix de rome,12,noun,award
prix fixe,9,noun,menu
prix goncourt,13,noun,award
prize,5,noun,gift|stolen property|award
prize,5,verb,see|open|see
prize fight,11,noun,boxing match
prize money,11,noun,prize
prize ring,10,noun,ring
prize winner,12,noun,winner
prizefight,10,noun,boxing match
prizefight,10,verb,box
prizefighter,12,noun,boxer
pro,3,noun,athlete|argument
proaccelerin,12,noun,coagulation factor
probabilism,11,noun,casuistry|philosophical doctrine
probability,11,noun,measure|quality
probability theorist,20,noun,mathematician
probability theory,18,noun,applied mathematics
probable,8,noun,applicant
probable cause,14,noun,evidence
probate,7,noun,certificate|validation
probate,7,verb,postpone|validate
probate court,13,noun,court
probate will,12,noun,certificate
probation,9,noun,trial period|trial period|liberation
probation officer,17,noun,officeholder
probationer,11,noun,nurse|criminal
probe,5,noun,inquiry|surgical instrument|exploration|research
probe,5,verb,investigate|penetrate
probenecid,10,noun,medicine
probing,7,verb,investigate|penetrate
probiotic,9,noun,bacteria
probiotic bacterium,19,noun,bacteria
probiotic flora,15,noun,bacteria
probiotic microflora,20,noun,bacteria
probity,7,noun,integrity
problem,7,noun,difficulty|question|difficulty
problem solver,14,noun,thinker
problem solving,15,noun,cognitive psychology|thinking
problem-oriented language,25,noun,source language
proboscidea,11,noun,plant genus|animal order
proboscidea arenaria,20,noun,herb
proboscidea fragrans,20,noun,herb
proboscidea louisianica,23,noun,herb
proboscidean,12,noun,placental
proboscidian,12,noun,placental
proboscis,9,noun,nose|snout
proboscis flower,16,noun,herb
proboscis monkey,16,noun,old world monkey
proboscis worm,14,noun,worm
procaine,8,noun,local anesthetic
procaine hydrochloride,22,noun,procaine
procarbazine,12,noun,antineoplastic
procardia,9,noun,calcium blocker
procaryote,10,noun,organism
procavia,8,noun,mammal genus
procavia capensis,17,noun,hyrax
procaviidae,11,noun,mammal family
procedure,9,noun,activity|work|software|proceeding
proceed,7,verb,talk|travel|act|happen|act
proceeding,10,noun,due process
proceeding,10,verb,talk|travel|act|happen|act
proceedings,11,noun,due process|written record|due process
proceedings,11,verb,talk|travel|act|happen|act
proceeds,8,noun,income
proceeds,8,verb,talk|travel|act|happen|act
procellaria,11,noun,bird genus
procellaria aequinoctialis,26,noun,petrel
procellariidae,14,noun,bird family
procellariiform seabird,23,noun,pelagic bird
procellariiformes,17,noun,animal order
process,7,noun,activity|cognition|writ|cognition|body part|physical entity
process,7,verb,affect|manage|calculate|challenge|walk|transform|deliver
process cheese,14,noun,cheese
process of monition,19,noun,summons
process printing,16,noun,printing
processed,9,verb,affect|manage|calculate|challenge|walk|transform|deliver
processed cheese,16,noun,cheese
processing,10,noun,process
processing,10,verb,affect|manage|calculate|challenge|walk|transform|deliver
processing time,15,noun,time interval
procession,10,noun,origin|collection;group action|motion
processional,12,noun,religious music
processional march,18,noun,marching music
processor,9,noun,business|worker|electronic equipment;hardware
process-server,14,noun,messenger
processus coronoideus,21,noun,process
prochlorperazine,16,noun,antiemetic;major tranquilizer
pro-choice faction,18,noun,faction
prociphilus,11,noun,arthropod genus
prociphilus tessellatus,23,noun,woolly aphid
proclaim,8,verb,entitle|declare|assert|praise
proclaimed,10,verb,entitle|declare|assert|praise
proclamation,12,noun,statement|act
proclivity,10,noun,inclination
procnias,8,noun,bird genus
proconsul,9,noun,official|governor|hominoid
proconsulate,12,noun,position
proconsulship,13,noun,position
proconvertin,12,noun,coagulation factor
procrastinate,13,verb,delay|delay;procrastinate
procrastination,15,noun,delay|slowness
procrastinator,14,noun,delayer
procreate,9,verb,make
procreation,11,noun,sexual activity
procrustean bed,15,noun,standard
procrustean rule,16,noun,standard
procrustean standard,20,noun,standard
proctalgia,10,noun,pain
proctitis,9,noun,inflammation
proctocele,10,noun,colpocele
proctologist,12,noun,specialist
proctology,10,noun,medicine
proctoplasty,12,noun,plastic surgery
proctor,7,noun,supervisor
proctor,7,verb,watch
proctorship,11,noun,position
proctoscope,11,noun,endoscope
proctoscopy,11,noun,endoscopy
procural,8,noun,acquisition
procurance,10,noun,acquisition
procurator,10,noun,agent|bureaucrat
procure,7,verb,obtain|provide
procurement,11,noun,acquisition
procurer,8,noun,wrongdoer|acquirer
procuress,9,noun,pimp
procuress,9,verb,obtain|provide
procursive epilepsy,19,noun,epilepsy
procyclidine,12,noun,muscle relaxant
procyon,7,noun,mammal genus
procyon cancrivorus,19,noun,raccoon
procyon lotor,13,noun,raccoon
procyonid,9,noun,carnivore
procyonidae,11,noun,mammal family
prod,4,noun,encouragement|device
prod,4,verb,push|thrust
prodding,8,noun,encouragement
prodding,8,verb,push|thrust
prodigal,8,noun,consumer
prodigality,11,noun,improvidence|waste
prodigy,7,noun,genius|augury|exemplar
prodroma,8,noun,symptom
prodrome,8,noun,symptom
produce,7,noun,food
produce,7,verb,make|make|expose|cultivate|change
producer,8,noun,maker|creator|cause
producer gas,12,noun,gas
producer price index,20,noun,price index
product,7,noun,commodity|creation|quantity|chemical|consequence|set
product development,19,noun,development
product introduction,20,noun,introduction
product line,12,noun,merchandise
product research,16,noun,marketing research
production,10,noun,act|presentation|creation|exhibition|indefinite quantity|display|industry|creation
production cost,15,noun,cost
production line,15,noun,mechanical system
production order,16,noun,order
productiveness,14,noun,fruitfulness
productivity,12,noun,fruitfulness|ratio
product-moment correlation coefficient,38,noun,correlation coefficient
proenzyme,9,noun,organic compound
prof,4,noun,academician
profanation,11,noun,irreverence|degradation
profane,7,verb,change|assail
profaned,8,verb,change|assail
profaneness,11,noun,irreverence|unholiness
profanity,9,noun,utterance
profess,7,verb,claim|declare|admit|declare|accept|vow|claim
professed,9,verb,claim|declare|admit|declare|accept|vow|claim
professing,10,noun,avowal
professing,10,verb,claim|declare|admit|declare|accept|vow|claim
profession,10,noun,occupational group|occupation|avowal|affirmation
professional,12,noun,adult|athlete|authority
professional association,24,noun,association
professional baseball,21,noun,baseball;sport
professional basketball,23,noun,basketball;sport
professional boxing,19,noun,boxing;sport
professional dancer,19,noun,performer
professional football,21,noun,football;sport
professional golf,17,noun,golf;sport
professional golfer,19,noun,golfer
professional life,17,noun,career
professional organisation,25,noun,organization
professional organization,25,noun,organization
professional person,19,noun,adult
professional relation,21,noun,social relation
professional tennis,19,noun,sport;tennis
professional tennis player,26,noun,tennis player
professional wrestling,22,noun,sport;wrestling
professionalisation,19,noun,social process
professionalise,15,verb,change|change
professionalism,15,noun,expertness
professionalization,19,noun,social process
professionalize,15,verb,change|change
professor,9,noun,academician
professorship,13,noun,position
proffer,7,noun,proposal
proffer,7,verb,give
proficiency,11,noun,competence|skillfulness
profile,7,noun,chart|side view|biography|salience|cross section
profile,7,verb,write|represent
profiling,9,noun,identification
profiling,9,verb,write|represent
profit,6,noun,income|advantage
profit,6,verb,get|gain
profit and loss,15,noun,account
profit and loss account,23,noun,account
profit margin,13,noun,ratio
profit sharing,14,noun,share
profit taker,12,noun,stock trader
profitability,13,noun,profit
profitableness,14,noun,advantage|profit
profit-and-loss statement,25,noun,statement
profiteer,9,noun,capitalist
profiteer,9,verb,profit
profiterole,11,noun,pastry
profits,7,noun,income|financial gain|income|advantage
profits,7,verb,get|gain
profligacy,10,noun,improvidence|intemperance
profligate,10,noun,libertine|consumer
profoundness,12,noun,ultimacy|wisdom|wisdom|depth|depth
profundity,10,noun,wisdom|depth|wisdom|depth
profuseness,11,noun,abundance
profusion,9,noun,abundance
progenitor,10,noun,ancestor
progeny,7,noun,relative
progeria,8,noun,abnormality
progesterone,12,noun,progestin
progestin,9,noun,steroid hormone
progestogen,11,noun,steroid hormone
prognathism,11,noun,condition
progne,6,noun,bird genus
progne subis,12,noun,martin
prognosis,9,noun,prediction|medical diagnosis
prognostic,10,noun,augury
prognosticate,13,verb,guess|bespeak
prognostication,15,noun,augury|statement|prediction
prognosticator,14,noun,visionary
program,7,noun,idea|system|show|document|announcement|information|software|performance
program,7,verb,schedule|create by mental act
program library,15,noun,collection
program line,12,noun,code
program music,13,noun,musical composition
program trading,15,noun,trading
programing,10,noun,planning|creating by mental acts
programing,10,verb,schedule|create by mental act
programing language,19,noun,artificial language
programma,9,noun,decree
programme,9,noun,announcement|information|show|software|system|idea|performance
programme,9,verb,create by mental act|schedule
programme music,15,noun,musical composition
programmed cell death,21,noun,necrobiosis
programmer,10,noun,computer user;engineer
programming,11,noun,planning|creating by mental acts
programming,11,verb,schedule|create by mental act
programming error,17,noun,error
programming language,20,noun,artificial language
progress,8,noun,development|motion|change of location
progress,8,verb,develop|travel|develop
progress report,15,noun,report
progress to,11,verb,achieve
progression,11,noun,series|change of location|motion
progressive,11,noun,tense|adult
progressive aspect,18,noun,durative
progressive emphysematous necrosis,34,noun,gangrene
progressive party,17,noun,party
progressive rock,16,noun,rock 'n' roll
progressive tax,15,noun,tax
progressive tense,17,noun,tense
progressive vaccinia,20,noun,vaccinia
progressiveness,15,noun,changeableness
progressivism,13,noun,political orientation
progressivity,13,noun,changeableness
progymnosperm,13,noun,gymnosperm
prohibit,8,verb,command
prohibited,10,verb,command
prohibition,11,noun,law|decree|time period|refusal|action
prohibition era,15,noun,time period
prohibition party,17,noun,party
prohibitionist,14,noun,reformer
project,7,noun,work|plan
project,7,verb,communicate|transmit|show|cause to be perceived|draw|create by mental act|plan|imagine|send|propel|impute
projected,9,verb,communicate|transmit|show|cause to be perceived|draw|create by mental act|plan|imagine|send|propel|impute
projectile,10,noun,weapon|vehicle
projecting,10,verb,communicate|transmit|show|cause to be perceived|draw|create by mental act|plan|imagine|send|propel|impute
projection,10,noun,prediction|visual communication|plan|structure|convex shape|defense mechanism|acoustic phenomenon|representation|change of shape|propulsion
projection screen,17,noun,surface
projectionist,13,noun,skilled worker
projective device,17,noun,personality test
projective geometry,19,noun,geometry
projective technique,20,noun,personality test
projective test,15,noun,personality test
projector,9,noun,optical device|optical instrument
prokaryote,10,noun,organism
prokayotae,10,noun,kingdom
prolactin,9,noun,gonadotropin;lactogen
prolamine,9,noun,simple protein
prolapse,8,noun,disability
prolapse,8,verb,descend
prolapsus,9,noun,disability
prolate cycloid,15,noun,cycloid
prole,5,noun,commoner
prolegomenon,12,noun,introduction
prolepsis,9,noun,rhetorical device
proletarian,11,noun,commoner
proletariat,11,noun,class
pro-life faction,16,noun,faction
pro-lifer,9,noun,advocate
proliferate,11,verb,grow|multiply
proliferation,13,noun,growth|increase
prolificacy,11,noun,fruitfulness
proline,7,noun,amino acid
prolixity,9,noun,verboseness
prolixness,10,noun,verboseness
prolog,6,noun,programming language
prologise,9,verb,precede
prologize,9,verb,precede
prologue,8,noun,introduction
prologuize,10,verb,precede
prolong,7,verb,lengthen|continue
prolongation,12,noun,continuance|longness|duration
prolonge,8,noun,rope
prolonge knot,13,noun,knot
prolonged,9,verb,lengthen|continue
prolonged interrogation,23,noun,torture
prolusion,9,noun,introduction|preparation
prom,4,noun,ball
promenade,9,noun,ball|walk|country-dance|march|walk
promenade,9,verb,march|walk
promenade deck,14,noun,deck
promethazine,12,noun,antiemetic;antihistamine
promethium,10,noun,metallic element
prominence,10,noun,standing|importance|projection
promiscuity,11,noun,sexual activity
promiscuousness,15,noun,sexual activity
promise,7,noun,commitment;speech act|expectation
promise,7,verb,declare|declare|guess|be
promised land,13,noun,region|heaven
promisee,8,noun,communicator
promiser,8,noun,communicator
promising,9,verb,declare|declare|guess|be
promisor,8,noun,communicator
promissory note,15,noun,debt instrument
promontory,10,noun,natural elevation
promote,7,verb,support|delegate|praise|change|play
promoter,8,noun,advertiser|booker
promotion,9,noun,message|change|encouragement|advancement
promotion system,16,noun,system
promotional expense,19,noun,business expense
promotional material,20,noun,message
prompt,6,noun,cue|electronic communication
prompt,6,verb,cause|induce|inform
prompt box,10,noun,booth
prompt copy,11,noun,script
promptbook,10,noun,script
prompter,8,noun,assistant|device
prompter's box,14,noun,booth
prompting,9,noun,persuasion|cue
prompting,9,verb,cause|induce|inform
promptitude,11,noun,celerity
promptness,10,noun,celerity|timing
promulgate,10,verb,declare|announce
promulgated,11,verb,declare|announce
promulgation,12,noun,statement|announcement|act
promulgator,11,noun,lawgiver
promycelium,11,noun,basidium
pronate,7,verb,turn
pronation,9,noun,rotation
pronator,8,noun,muscle
prone float,11,noun,floating
proneness,9,noun,disposition
prong,5,noun,projection
prongbuck,9,noun,ruminant
pronghorn,9,noun,ruminant
pronghorn antelope,18,noun,ruminant
pronk,5,verb,jump
pronominal,10,noun,phrase
pronominal phrase,17,noun,phrase
pronoun,7,noun,function word
pronounce,9,verb,declare
pronounced,10,verb,declare
pronouncement,13,noun,declaration
pronucleus,10,noun,nucleus
pronunciamento,14,noun,declaration
pronunciation,13,noun,utterance|speech
proof,5,noun,evidence|argument|measure|impression|photographic print|determination
proof,5,verb,produce|knead|see|change|strengthen
proof spirit,12,noun,alcohol
proofed,7,verb,produce|knead|see|change|strengthen
proofread,9,verb,see
proofreader,11,noun,printer
prop,4,noun,support|object|propeller
prop,4,verb,hold
prop root,9,noun,root
prop up,7,verb,hold
propaedeutic,12,noun,course
propaedeutics,13,noun,course|course
propaganda,10,noun,information
propagandise,12,verb,tell|advertise
propagandist,12,noun,communicator
propagandize,12,verb,tell|advertise
propagate,9,verb,pass on|travel|transmit|move|spread|publicize|process|reproduce
propagation,11,noun,dissemination|reproduction|physical phenomenon
propagator,10,noun,botanist|communicator
propanal,8,noun,aldehyde
propanamide,11,noun,amide
propane,7,noun,fuel;gas
propanediol,11,noun,antifreeze;humectant
propanoic acid,14,noun,carboxylic acid
propanol,8,noun,alcohol
propanolol,10,noun,beta blocker
propanone,9,noun,ketone;solvent
proparoxytone,13,noun,word
propel,6,verb,move|cause
propellant,10,noun,substance
propellant explosive,20,noun,explosive
propellent,10,noun,substance
propeller,9,noun,mechanical device
propeller plane,15,noun,airplane
propelling,10,verb,move|cause
propellor,9,noun,mechanical device
propenal,8,noun,aldehyde
propene,7,noun,gas
propenoate,10,noun,salt
propenoic acid,14,noun,carboxylic acid
propenonitrile,14,noun,nitrile
propensity,10,noun,inclination|inclination|disposition
propenyl alcohol,16,noun,alcohol
proper fraction,15,noun,fraction
proper name,11,noun,noun
proper noun,11,noun,noun
properness,10,noun,demeanor
property,8,noun,possession|attribute|geographical area|concept|object
property line,13,noun,boundary line
property man,12,noun,stagehand
property master,15,noun,stagehand
property owner,14,noun,holder
property right,14,noun,ownership
property settlement,19,noun,settlement
property tax,12,noun,capital levy
prophase,8,noun,phase of cell division|phase of cell division
prophecy,8,noun,prediction|prediction
prophesier,10,noun,diviner
prophesy,8,verb,predict|lecture
prophet,7,noun,diviner|religious person
prophetess,10,noun,prophet
prophets,8,noun,diviner|religious person
prophylactic,12,noun,remedy|contraceptive
prophylactic device,19,noun,device
prophylaxis,11,noun,prevention
prophyll,8,noun,plant part
propinquity,11,noun,nearness
propionaldehyde,15,noun,aldehyde
propionic acid,14,noun,carboxylic acid
propitiate,10,verb,reconcile
propitiation,12,noun,appeasement|redemption
propitiousness,14,noun,favorableness
propjet,7,noun,propeller plane
propman,7,noun,stagehand
proponent,9,noun,person
proportion,10,noun,quotient|magnitude|balance|magnitude relation|placement
proportion,10,verb,harmonize|adjust
proportional,12,noun,quantity
proportional counter,20,noun,counter tube
proportional counter tube,25,noun,counter tube
proportional font,17,noun,font
proportional representation,27,noun,representation
proportional sample,19,noun,sample distribution
proportional sampling,21,noun,sampling
proportional tax,16,noun,tax
proportionality,15,noun,ratio|placement
proportionateness,17,noun,proportionality
proposal,8,noun,message|offer|speech act
proposal of marriage,20,noun,offer
propose,7,verb,declare|plan|intend|choose|request
proposer,8,noun,originator|originator
proposition,11,noun,statement|proposal|offer|speech act|undertaking
proposition,11,verb,propose
propositional calculus,22,noun,symbolic logic
propositional logic,19,noun,symbolic logic
propositus,10,noun,person
propound,8,verb,rede
propoxyphene,12,noun,analgesic
propoxyphene hydrochloride,26,noun,analgesic
propping up,11,noun,support
proprietary,11,noun,ownership
proprietary colony,18,noun,colony
proprietary drug,16,noun,drug
proprietor,10,noun,businessman
proprietorship,14,noun,ownership
proprietorship certificate,26,noun,security
proprietress,12,noun,owner
propriety,9,noun,demeanor
proprioception,14,noun,interoception
proprioceptor,13,noun,nerve ending
proprionamide,13,noun,amide
props,5,noun,deference|support|object|propeller
props,5,verb,hold
propulsion,10,noun,force|act
propulsion system,17,noun,system
propyl,6,noun,group
propyl alcohol,14,noun,alcohol
propyl group,12,noun,group
propyl radical,14,noun,group
propylene,9,noun,gas
propylene glycol,16,noun,antifreeze;humectant
propylthiouracil,16,noun,organic compound
prorate,7,verb,settle|calculate
proration,9,noun,coordination
prorogation,11,noun,discontinuance
prorogue,8,verb,delay|adjourn
prosaicness,11,noun,commonness
prosauropoda,12,noun,animal order
proscenium,10,noun,stage|wall
proscenium arch,15,noun,arch
proscenium wall,15,noun,wall
prosciutto,10,noun,ham
proscribe,9,verb,command
proscribed,10,verb,command
proscription,12,noun,decree|rejection
prose,5,noun,writing style|expressive style
prose poem,10,noun,prose
prosecute,9,verb,act|act
prosecuting attorney,20,noun,lawyer;official
prosecuting officer,19,noun,lawyer;official
prosecution,11,noun,legal action|collection|continuance
prosecutor,10,noun,lawyer;official
proselyte,9,noun,convert
proselytise,11,verb,convert
proselytism,11,noun,persuasion|conversion
proselytize,11,verb,convert
prosencephalon,14,noun,neural structure
prosimian,9,noun,primate
prosimii,8,noun,animal order
prosiness,9,noun,commonness
prosodic system,15,noun,language system
prosodion,9,noun,religious music
prosody,7,noun,manner of speaking|versification|poetics
prosom,6,noun,benzodiazepine
prosopis,8,noun,rosid dicot genus
prosopis glandulosa,19,noun,mesquite
prosopis juliflora,18,noun,mesquite
prosopis juliiflora,19,noun,mesquite
prosopis pubescens,18,noun,mesquite
prosopium,9,noun,fish genus
prosopium cylindraceum,22,noun,whitefish
prosopium williamsonii,22,noun,whitefish
prosopopoeia,12,noun,trope
prospect,8,noun,potential|belief|person|visual percept|medical diagnosis
prospect,8,verb,search|research
prospector,10,noun,miner
prospectus,10,noun,offer|catalog
prosper,7,verb,change state
prospering,10,verb,change state
prosperity,10,noun,economic condition|good fortune
prospicience,12,noun,knowing
prostaglandin,13,noun,autacoid
prostate,8,noun,endocrine gland
prostate cancer,15,noun,adenocarcinoma
prostate gland,14,noun,endocrine gland
prostate specific antigen,25,noun,protein
prostatectomy,13,noun,ablation
prostatic adenocarcinoma,24,noun,adenocarcinoma
prostatitis,11,noun,inflammation
prostheon,9,noun,craniometric point
prosthesis,10,noun,corrective
prosthetic device,17,noun,corrective
prosthetics,11,noun,medicine
prosthetist,11,noun,expert
prosthion,9,noun,craniometric point
prosthodontia,13,noun,dentistry
prosthodontics,14,noun,dentistry
prosthodontist,14,noun,dentist
prostigmin,10,noun,anticholinesterase
prostitute,10,noun,woman
prostitute,10,verb,sell
prostitution,12,noun,vice crime
prostrate,9,verb,lie down|change|throw
prostration,11,noun,illness|submission|motion
protactinium,12,noun,metallic element
protagonism,11,noun,support
protagonist,11,noun,advocate
protamine,9,noun,simple protein
protanopia,10,noun,red-green dichromacy
protea,6,noun,shrub
protea cynaroides,17,noun,protea
protea family,13,noun,dicot family
protea mellifera,16,noun,protea
proteaceae,10,noun,dicot family
proteales,9,noun,plant order
protease,8,noun,enzyme
protease inhibitor,18,noun,antiviral
protect,7,verb,defend|assist
protected,9,verb,defend|assist
protecting,10,verb,defend|assist
protection,10,noun,activity|covering|assets|security|endorsement|imposition|extortion
protectionism,13,noun,economic policy
protectionist,13,noun,advocate
protective coloration,21,noun,coloration
protective cover,16,noun,covering
protective covering,19,noun,covering|body covering
protective embankment,21,noun,fortification
protective fold,15,noun,flap
protective garment,18,noun,clothing
protective tariff,17,noun,duty
protectiveness,14,noun,affection|quality
protector,9,noun,preserver
protectorate,12,noun,district
protectorship,13,noun,position
protege,7,noun,recipient
protegee,8,noun,protege
proteidae,9,noun,amphibian genus
protein,7,noun,macromolecule
protein folding,15,noun,organic process
protein molecule,16,noun,molecule
proteinase,10,noun,enzyme
proteinuria,11,noun,symptom
proteles,8,noun,mammal genus
proteles cristata,17,noun,hyena
proteolysis,11,noun,chemical process
proteolytic enzyme,18,noun,enzyme
proteome,8,noun,protein
proteomics,10,noun,genetics
proteosome,10,noun,vaccine
proteosome vaccine,18,noun,vaccine
proterochampsa,14,noun,reptile genus
protest,7,noun,objection|resistance|objection
protest,7,verb,complain|oppose|affirm
protest march,13,noun,civil disobedience;demonstration
protestant,10,noun,christian|church
protestant church,17,noun,church
protestant deacon,17,noun,church officer
protestant denomination,23,noun,denomination
protestant episcopal church,27,noun,anglican church
protestant reformation,22,noun,religious movement
protestantism,13,noun,christianity
protestation,12,noun,objection|declaration
protester,9,noun,person|reformer
proteus,7,noun,amphibian genus
proteus anguinus,16,noun,salamander
prothalamion,12,noun,epithalamium;song
prothalamium,12,noun,epithalamium;song
prothorax,9,noun,thorax
prothrombin,11,noun,coagulation factor
prothrombin accelerator,23,noun,coagulation factor
prothrombinase,14,noun,coagulation factor
protirelin,10,noun,hormone
protist,7,noun,microorganism
protista,8,noun,division
protistan,9,noun,microorganism
protium,7,noun,rosid dicot genus
protium guianense,17,noun,incense tree
protium heptaphyllum,20,noun,incense tree
protoactinium,13,noun,metallic element
protoanthropology,17,noun,archeology
protoarchaeology,16,noun,protohistory
protoarcheology,15,noun,protohistory
protoavis,9,noun,bird
protoceratops,13,noun,ceratopsian
protocol,8,noun,rule|etiquette|code of conduct
protoctist,10,noun,microorganism
protoctist family,17,noun,family
protoctist genus,16,noun,genus
protoctist order,16,noun,order
protoctista,11,noun,kingdom
protoheme,9,noun,pigment
protohemin,10,noun,chloride
protohippus,11,noun,horse
protohistory,12,noun,archeology
proto-indo european,19,noun,indo-european
protology,9,noun,discipline
protomammal,11,noun,synapsid
proton,6,noun,nucleon
proton accelerator,18,noun,collider
proton magnetic resonance,25,noun,magnetic resonance
proto-norse,11,noun,germanic
proto-oncogene,14,noun,gene
protoplasm,10,noun,substance
protoplasmic astrocyte,22,noun,astrocyte
protoplast,10,noun,body part
prototheria,11,noun,class
prototherian,12,noun,mammal
prototype,9,noun,model
protozoa,8,noun,phylum|protoctist
protozoal infection,19,noun,infection
protozoan,9,noun,protoctist
protozoologist,14,noun,zoologist
protozoology,12,noun,zoology
protozoon,9,noun,protoctist
protract,8,verb,lengthen
protracted,10,verb,lengthen
protraction,11,noun,duration|continuance
protractor,10,noun,drafting instrument
protriptyline,13,noun,tricyclic
protropin,9,noun,somatotropin
protrude,8,verb,change shape|change shape
protruding,10,verb,change shape|change shape
protrusion,10,noun,projection|change of shape
protuberance,12,noun,projection|condition
protuberate,11,verb,bulge
protura,7,noun,animal order
proturan,8,noun,insect
proud flesh,11,noun,granulation
provability,11,noun,indisputability
prove,5,verb,be|confirm|inform|prove|evaluate|grow|raise|print|authenticate
prove oneself,13,verb,prove
proved,6,verb,be|confirm|inform|prove|evaluate|grow|raise|print|authenticate
proven,6,verb,be|confirm|inform|prove|evaluate|grow|raise|print|authenticate
provenance,10,noun,beginning
provencal,9,noun,langue d'oc
provender,9,noun,food|food
provenience,11,noun,beginning
proventil,9,noun,bronchodilator
provera,7,noun,progestin
proverb,7,noun,saying
proverbs,8,noun,saying
provide,7,verb,give|give|stipulate|engage|yield|support|fix
providence,10,noun,care|fortune|prudence
provider,8,noun,businessperson|benefactor
province,8,noun,administrative district|sphere
provincial,10,noun,official|rustic
provincial capital,18,noun,capital;city
provincialism,13,noun,narrow-mindedness|partiality
proving ground,14,noun,workplace
provirus,8,noun,complementary dna
provision,9,noun,condition|activity|thinking|store
provision,9,verb,supply
provisioner,11,noun,supplier
provisions,10,noun,food|condition|activity|thinking|store
provisions,10,verb,supply
proviso,7,noun,condition
provitamin,10,noun,hydrocarbon
provitamin a,12,noun,provitamin
provocateur,11,noun,secret agent
provocation,11,noun,aggression|psychic energy|encouragement
provoke,7,verb,make|cause|challenge|annoy
provoked,8,verb,make|cause|challenge|annoy
provoker,8,noun,troublemaker
provoking,9,verb,make|cause|challenge|annoy
provost,7,noun,academic administrator
provost court,13,noun,military court
provost guard,13,noun,detachment
provost marshal,15,noun,military policeman
prow,4,noun,front
prowess,7,noun,superior skill
prowl,5,noun,walk
prowl,5,verb,walk|loiter
prowl car,9,noun,car
prowler,7,noun,intruder
proxemics,9,noun,social science
proximity,9,noun,nearness|vicinity|gestalt law of organization
proxy,5,noun,agent|power of attorney
proxy fight,11,noun,takeover attempt
proxy war,9,noun,war
prozac,6,noun,selective-serotonin reuptake inhibitor
prude,5,noun,unpleasant person
prudence,8,noun,discretion;natural virtue|sagacity
prudery,7,noun,modesty
prudishness,11,noun,modesty
prumnopitys,11,noun,gymnosperm genus
prumnopitys amara,17,noun,conifer
prumnopitys andina,18,noun,conifer
prumnopitys elegans,19,noun,conifer
prumnopitys ferruginea,22,noun,conifer
prumnopitys taxifolia,21,noun,conifer
prune,5,noun,dried fruit
prune,5,verb,thin out|extinguish
prune cake,10,noun,cake
prune whip,10,noun,whip
prunella,8,noun,asterid dicot genus|bird genus
prunella modularis,18,noun,accentor
prunella vulgaris,17,noun,herb
prunellidae,11,noun,bird family
pruner,6,noun,worker|pruning saw
pruning,7,noun,cutting|trim
pruning,7,verb,thin out|extinguish
pruning hook,12,noun,pruning saw
pruning knife,13,noun,knife
pruning saw,11,noun,handsaw
pruning shears,14,noun,shears
pruno,5,noun,hooch
prunus,6,noun,rosid dicot genus
prunus alleghaniensis,21,noun,wild plum
prunus americana,16,noun,wild plum
prunus amygdalus,16,noun,almond tree
prunus angustifolia,19,noun,wild plum
prunus armeniaca,16,noun,apricot
prunus avium,12,noun,cherry
prunus besseyi,14,noun,subshrub
prunus capuli,13,noun,cherry
prunus caroliniana,18,noun,angiospermous tree
prunus cerasifera,17,noun,plum
prunus cerasus,14,noun,cherry
prunus cerasus austera,22,noun,sour cherry
prunus cerasus caproniana,25,noun,sour cherry
prunus cerasus marasca,22,noun,sour cherry
prunus cuneata,14,noun,shrub
prunus dasycarpa,16,noun,apricot
prunus demissa,14,noun,chokecherry
prunus domestica,16,noun,plum
prunus domestica insititia,26,noun,bullace
prunus dulcis,13,noun,almond tree
prunus dulcis amara,19,noun,almond tree
prunus glandulosa,17,noun,almond tree
prunus ilicifolia,17,noun,wild plum
prunus incisa,13,noun,flowering cherry
prunus insititia,16,noun,plum
prunus japonica,15,noun,almond tree
prunus laurocerasus,19,noun,shrub
prunus lyonii,13,noun,cherry
prunus maritima,15,noun,wild plum
prunus mexicana,15,noun,plum
prunus mume,11,noun,apricot
prunus nigra,12,noun,plum
prunus padus,12,noun,bird cherry
prunus pensylvanica,19,noun,bird cherry
prunus persica,14,noun,fruit tree
prunus persica nectarina,24,noun,fruit tree
prunus pumila,13,noun,shrub
prunus pumilla susquehanae,26,noun,shrub
prunus salicina,15,noun,plum
prunus serotina,15,noun,wild cherry
prunus serrulata,16,noun,flowering cherry
prunus sieboldii,16,noun,flowering cherry
prunus spinosa,14,noun,shrub
prunus subcordata,17,noun,plum
prunus subhirtella,18,noun,flowering cherry
prunus susquehanae,18,noun,shrub
prunus tenella,14,noun,almond tree
prunus triloba,14,noun,almond tree
prunus virginiana,17,noun,cherry
prunus virginiana demissa,25,noun,chokecherry
prurience,9,noun,amorousness
pruriency,9,noun,amorousness
